No.,Time,Source,Source Port,Destination,Destination Port,Protocol,Length,Info
46668,7.54201097812215,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46669,7.65553733029046,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46670,7.7690636824587695,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46671,7.882590034627079,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46672,7.996116386795389,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46673,8.1096427389637,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46674,8.22316909113201,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46675,8.336695443300322,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46676,8.450221795468632,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46677,8.563748147636943,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46678,8.677274499805254,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46679,8.790800851973565,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46680,8.904327204141875,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46681,9.017853556310186,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46682,9.131379908478497,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46683,9.244906260646808,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46684,9.358432612815118,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46685,9.471958964983429,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46686,9.58548531715174,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46687,9.69901166932005,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46688,9.812538021488361,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46689,9.926064373656672,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46690,10.039590725824983,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46691,10.153117077993294,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46692,10.266643430161604,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46693,10.380169782329915,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46694,10.493696134498226,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46695,10.607222486666537,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46696,10.720748838834847,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46697,10.834275191003158,192.168.1.231,53,192.168.1.1,54176,ICMP,60,Time-to-live exceeded (Time to live exceeded in transit)
46698,10.900340270133084,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46699,10.96640534926301,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46700,11.032470428392935,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46701,11.098535507522861,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46702,11.164600586652787,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46703,11.230665665782713,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46704,11.296730744912638,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46705,11.362795824042564,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46706,11.42886090317249,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46707,11.494925982302416,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46708,11.560991061432341,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46709,11.627056140562267,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46710,11.693121219692193,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46711,11.759186298822119,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46712,11.825251377952045,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46713,11.89131645708197,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46714,11.957381536211896,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46715,12.023446615341822,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46716,12.089511694471748,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46717,12.155576773601673,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46718,12.221641852731599,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46719,12.287706931861525,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46720,12.35377201099145,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46721,12.419837090121376,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46722,12.485902169251302,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46723,12.551967248381228,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46724,12.618032327511154,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46725,12.68409740664108,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46726,12.750162485771005,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46727,12.816227564900931,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46728,12.882292644030857,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46729,12.948357723160782,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46730,13.014422802290708,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46731,13.080487881420634,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46732,13.14655296055056,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46733,13.212618039680486,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46734,13.278683118810411,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46735,13.344748197940337,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46736,13.410813277070263,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46737,13.476878356200189,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46738,13.542943435330114,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46739,13.60900851446004,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46740,13.675073593589966,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46741,13.741138672719892,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46742,13.807203751849817,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46743,13.873268830979743,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46744,13.939333910109669,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46745,14.005398989239595,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46746,14.07146406836952,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46747,14.137529147499446,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46748,14.203594226629372,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46749,14.269659305759298,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46750,14.335724384889224,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46751,14.40178946401915,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46752,14.467854543149075,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46753,14.533919622279,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46754,14.599984701408927,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46755,14.666049780538852,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46756,14.732114859668778,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46757,14.798179938798704,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46758,14.86424501792863,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46759,14.930310097058555,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46760,14.996375176188481,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46761,15.062440255318407,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46762,15.128505334448333,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46763,15.194570413578258,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46764,15.260635492708184,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46765,15.32670057183811,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46766,15.392765650968036,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46767,15.458830730097961,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46768,15.524895809227887,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46769,15.590960888357813,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46770,15.657025967487739,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46771,15.723091046617665,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46772,15.78915612574759,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46773,15.855221204877516,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46774,15.921286284007442,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46775,15.987351363137368,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46776,16.05341644226729,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46777,16.119481521397216,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46778,16.18554660052714,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46779,16.251611679657064,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46780,16.317676758786988,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46781,16.38374183791691,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46782,16.449806917046836,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46783,16.51587199617676,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46784,16.581937075306683,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46785,16.648002154436607,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46786,16.71406723356653,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46787,16.780132312696455,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46788,16.84619739182638,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46789,16.912262470956303,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46790,16.978327550086227,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46791,17.04439262921615,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46792,17.110457708346075,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46793,17.176522787476,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46794,17.242587866605923,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46795,17.308652945735847,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46796,17.37471802486577,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46797,17.440783103995695,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46798,17.50684818312562,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46799,17.572913262255543,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46800,17.638978341385467,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46801,17.70504342051539,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46802,17.771108499645315,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46803,17.83717357877524,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46804,17.903238657905163,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46805,17.969303737035087,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46806,18.03536881616501,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46807,18.101433895294935,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46808,18.16749897442486,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46809,18.233564053554783,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46810,18.299629132684707,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46811,18.36569421181463,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46812,18.431759290944555,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46813,18.49782437007448,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46814,18.563889449204403,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46815,18.629954528334327,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46816,18.69601960746425,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46817,18.762084686594175,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46818,18.8281497657241,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46819,18.894214844854023,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46820,18.960279923983947,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46821,19.02634500311387,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46822,19.092410082243795,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46823,19.15847516137372,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46824,19.224540240503643,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46825,19.290605319633567,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46826,19.35667039876349,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46827,19.422735477893415,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46828,19.48880055702334,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46829,19.554865636153263,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46830,19.620930715283187,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46831,19.68699579441311,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46832,19.753060873543035,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46833,19.81912595267296,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46834,19.885191031802883,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46835,19.951256110932807,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46836,20.01732119006273,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46837,20.083386269192655,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46838,20.14945134832258,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46839,20.215516427452503,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46840,20.281581506582427,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46841,20.34764658571235,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46842,20.413711664842275,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46843,20.4797767439722,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46844,20.545841823102123,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46845,20.611906902232047,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46846,20.67797198136197,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46847,20.744037060491895,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46848,20.81010213962182,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46849,20.876167218751743,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46850,20.942232297881667,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46851,21.00829737701159,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46852,21.074362456141515,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46853,21.14042753527144,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46854,21.206492614401363,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46855,21.272557693531287,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46856,21.33862277266121,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46857,21.404687851791135,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46858,21.47075293092106,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46859,21.536818010050983,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46860,21.602883089180906,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46861,21.66894816831083,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46862,21.735013247440754,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46863,21.80107832657068,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
46864,21.867143405700602,192.168.1.231,53,192.168.1.1,54176,ICMP,161,Redirect             (Redirect for host)
